id:ID,action,source_project,:LABEL
Strat_139,"정밀기계 공장 인접 터널 설계 시, 진동 증폭 지반 조건을 보수적으로 적용하여 추정식을 산출하고, 무진동 굴착 단가를 확대 설계함._서울지하철 923공구",서울지하철 923공구,Strategy
Strat_140,"터널학회 등 외부 전문기관의 검증 및 자문회의를 통해 지보 패턴 상향 타당성을 확보하고, 발주처를 설득하여 총사업비 증액(복구 공사비)을 승인받아 보강을 수행함_울산~포항 전철 2공구",울산~포항 전철 2공구,Strategy
Strat_141,즉시 굴착을 중지하고 토목연구지원팀의 기술지원을 통해 강관다단 그라우팅 및 인버트 조기 폐합 등 보강방안을 확정하여 굴착업체로 하여금 긴급 보강을 실시함_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,Strategy
Strat_142,"즉각 굴착을 중지하고 강지보를 추가 설치하여 보강하였으며, 외부 전문기관의 터널 안정성 확보 용역을 수행한 후 지상부 보수와 선지보 보강 방안을 수립하여 굴착을 재개함_서해선 홍성-송산 5공구",서해선 홍성-송산 5공구,Strategy
Strat_143,"막장 안정성 확보를 위해 해당 구간의 지보패턴을 전단면 굴착에서 상하반 분할 굴착(PS-2B)으로 대폭 상향 변경하고 지보재(강지보, 숏크리트)를 집중 보강함_서울지하철 923공구",서울지하철 923공구,Strategy
Strat_144,"현장 지질 및 수맥 조건이 설계와 상이하여 발생한 불가피한 연장 가동임을 근거(공사계약일반조건)로 발주처를 설득하고, 라이닝 공사 기간 동안의 오폐수 처리시설 추가 운영비를 실정보고하여 반영함_오남수동도로",오남수동도로,Strategy
Strat_145,• 파쇄대 통과 시 3D 지질 모델링 및 전방 50m TSP 탐사 의무화. • 단층대 강관다단 3중첩 및 가인버트 조기 폐합 공법 적용._동해선 10공구,동해선 10공구,Strategy
Strat_146,"저토피 불량 암질에 맞게 발파 패턴을 정밀 제어발파로 전면 수정하여 여굴을 최소화하고, 불가피하게 발생한 여굴 채움용 숏크리트 초과 투입분에 대해 실정보고를 추진함_새만금전주 6공구",새만금전주 6공구,Strategy
Strat_147,초과 유출되는 지하수에 대응하기 위해 발주처 승인을 득한 후 터널 오폐수 처리시설을 긴급 추가 설치(용량 증설)하여 환경 기준을 완벽히 준수함_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,Strategy
Strat_148,"폐기물성 토사를 수용할 수 있는 신규 사토장을 긴급 발굴하였으나 운반거리가 대폭 증가함에 따라, 사토장 변경 및 운반거리 증가에 따른 공사비 증액(5억 3천만 원)을 실정보고하여 반영함_하남선 복선전철 4공구",하남선 복선전철 4공구,Strategy
Strat_149,"선진수평보링 및 물리탐사(TSP 등)를 상시 수행하여 전방 지질을 예측하고, 공동이나 파쇄대 조우 시 훠폴링, 대구경 강관다단그라우팅 등 선행 보강공법을 즉각 시공하여 안정성을 확보함_일반 / 공통 (중봉터널 L/L)",일반 / 공통 (중봉터널 L/L),Strategy
Strat_150,"터널 인접 하천 및 지하수위를 고려한 갱내 차수 그라우팅 적용 구간을 선제적으로 선정하고, 용수 과다 유입에 대비한 대용량 배수펌프 및 오폐수처리시설 증설 부지를 사전 확보함_일반 / 공통 (중봉터널 L/L)",일반 / 공통 (중봉터널 L/L),Strategy
Strat_151,"막장 관찰 및 암판정을 통해 지질 상태가 불량함이 확인되면, 굴진을 중지하고 상하반 분할 굴착, 강지보 추가, 인버트 조기 폐합 등 지질조건에 맞는 적정 지보/굴착 공법으로 즉시 재설계함_일반 / 공통 (중봉터널 L/L)",일반 / 공통 (중봉터널 L/L),Strategy
Strat_152,여굴 최소화를 위한 발파 패턴 조정 및 초과 투입 자재량에 대한 실정보고/도급 정산 추진_새만금전주 6공구,새만금전주 6공구,Strategy
Strat_153,"용수 구간 배합설계 재검토, 부착력이 우수한 분말형 또는 고성능 알칼리프리 급결제로 변경 시공_중봉터널 / 공통",중봉터널 / 공통,Strategy
Strat_154,막장 자립 및 지반 이완 방지를 위해 굴착 즉시 Face Shotcrete 타설하도록 지보 패턴 강제 변경 및 실정보고_김포도시철도 3공구,김포도시철도 3공구,Strategy
Strat_155,리바운드재가 암버력과 섞이기 전 분리 수거하여 폐기물로 지정하고 발생 수량을 산출하여 도급 정산 실시_오남수동도로,오남수동도로,Strategy
Strat_156,습식 숏크리트 적용을 원칙화하고 이동식 집진기 및 살수분무장치를 막장 근접부에 추가 설치하여 분진 강제 저감_새만금전주 6공구,새만금전주 6공구,Strategy
Strat_157,이완 발생 즉시 굴착면에 숏크리트 밀폐 타설(Sealing)을 선행하여 지반을 안정화시키고 추가 비용 실정보고_신림선 경전철 2공구,신림선 경전철 2공구,Strategy
Strat_158,일반 시트방수를 취소하고 굴곡진 면과 완벽히 일체화되는 자착식(접착식) 방수시트 또는 도막방수로 공법 변경_인천공항철도 서울역,인천공항철도 서울역,Strategy
Strat_159,정밀 3D 선형에 맞춰 타설 하중을 견딜 수 있는 형상유지 가설 지지대를 제작/설치하고 누락 비용 실정보고 추진_평창슬라이딩센터,평창슬라이딩센터,Strategy
Strat_160,고압 살수 및 브레이커를 이용해 풍화암/이물질을 완벽히 제거(치핑)하여 부착 강도를 확보하고 실정보고 추진_평화의댐 치수능력증대,평화의댐 치수능력증대,Strategy
Strat_161,"즉각 굴진 중단 후 선진 천공으로 지층 재확인, 지보 패턴 상향(숏크리트 두께 및 강지보 상향) 실시_김포도시철도 3공구",김포도시철도 3공구,Strategy
Strat_162,현장 B/P 운영의 불가피성을 발주처에 소명하고 B/P 설치/해체비 및 운영 가설비를 실정보고 추진_중봉터널 L/L / 공통,중봉터널 L/L / 공통,Strategy
Strat_163,요철보정층을 수치 고정이 아닌 '방수시트 보호를 위한 곡률 만족' 기준으로 합의하고 실측 정산 추진_중봉터널 L/L / 공통,중봉터널 L/L / 공통,Strategy
Strat_164,숏크리트 타설 전 용출 점에 유공관 및 부직포를 선시공하여 배수를 유도하고 나공홀을 밀실하게 충진_설계시공 하자 L/L,설계시공 하자 L/L,Strategy
Strat_165,시공 전 3D 전개도를 작성하여 확폭부의 실제 겉면적을 재산출하고 누락 물량에 대해 실정보고 추진_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Strategy
Strat_166,3D 스캐닝 등 실측 자료를 바탕으로 추가 수량을 산출하고 지보패턴 상향에 따른 여굴 정산 실정보고 추진_파주포천도로 2공구,파주포천도로 2공구,Strategy
Strat_167,굴진 즉시 중지 후 지보패턴을 분할 굴착 및 숏크리트 증두께 방식으로 변경 적용하고 설계 변경 실시_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_168,철저한 암판정으로 지질 상태를 입증하고 지보패턴을 상하반 분할 타설 방식으로 변경하여 안정성 확보/정산_도담-영천전철 6공구,도담-영천전철 6공구,Strategy
Strat_169,도면 기준 배수 자재 수량을 정밀 재산출하여 실정보고 추진 및 밀실한 유도 배수 체계 확보_김포도시철도 3공구,김포도시철도 3공구,Strategy
Strat_170,도면 기준 락볼트/강관 수량을 재산출해 실정보고를 통해 도급 증액을 추진하고 정량 시공으로 터널 안정성 확보_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_171,실제 기상 데이터를 근거로 한중 숏크리트 보온양생 시행 승인을 득하고 열풍기/천막 등 보온 비용 실정보고_고덕산단폐수처리장 / 시흥 하수,고덕산단폐수처리장 / 시흥 하수,Strategy
Strat_172,표면 품질 확보를 위해 거푸집 탈형 후 전면적인 샌드 그라인딩 연마 작업을 실시하고 추가 인건비 실정보고_파주포천도로 2공구,파주포천도로 2공구,Strategy
Strat_173,시공상세도와 구조계산서 대조 검토 및 천공 깊이에 대한 전수 검측을 통해 도면 명시 깊이 100% 준수 통제_일반 / 공통 (하자 L/L),일반 / 공통 (하자 L/L),Strategy
Strat_174,비관통 고정 방식 적용 또는 앵커 주변 코킹/씰링 보강 후 보호 무근 타설_일반 / 공통,일반 / 공통,Strategy
Strat_175,용수 구간 수압 팽창 원리로 암반에 밀착되는 팽창형 록볼트(Swellex 등)로 즉각 변경 시공하여 지지력 확보_일반 / 공통 (지하수 구간 리스크),일반 / 공통 (지하수 구간 리스크),Strategy
Strat_176,"용수 구간 정착장 길이 연장 및 그라우팅 압력 증대, 장기 거동을 고려한 보강 설계 적용_안동댐 비상여수로 현장",안동댐 비상여수로 현장,Strategy
Strat_177,퇴적층 구간 버팀보 공법으로 변경하거나 정착장이 견고한 암반층까지 도달하도록 심도 연장 설계 재수행_서남물재생센터 현장,서남물재생센터 현장,Strategy
Strat_178,지반조사 결과 기반 구조 재검토를 통해 안정성을 확보하고 지질 조건 상이에 따른 물량 증가분을 실정보고 반영_새만금전주 6공구,새만금전주 6공구,Strategy
Strat_179,체결 방식 변경 시 공인 구조 검토 및 현장 인발 테스트를 의무화하고 감리단 서면 승인 후 시공하도록 관리 강화_상주-영천고속 10공구,상주-영천고속 10공구,Strategy
Strat_180,정착 심도를 단단한 암반층까지 연장하거나 앵커 대신 버팀보 등 타 지보 공법으로 전면 재설계하여 안정성 확보_서남위생처리현대화 현장,서남위생처리현대화 현장,Strategy
Strat_181,굴착 즉시 막장면에 숏크리트(Face Shotcrete)를 뿜어붙여 굴착면을 신속히 밀폐(Sealing)함으로써 복합 지지력 확보_김포도시철도 3공구,김포도시철도 3공구,Strategy
Strat_182,철근 자중을 지지하도록 처짐 방지용 앵커 설치 간격을 좁히고 수량을 대폭 추가하여 안정성 확보 후 실정보고 추진_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,Strategy
Strat_183,방수층 보호를 위해 록볼트가 완전히 덮이도록 설계 두께를 상향하고 설계 오류에 따른 추가 비용 실정보고_안성-구리고속 11공구,안성-구리고속 11공구,Strategy
Strat_184,지반 시추 데이터를 근거로 락볼트 대신 깊은 정착장을 확보할 수 있는 어스앵커 공법으로 변경하여 터널 안정성 확보_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_185,시공 전 도면 기준 락볼트 수량 정밀 재산출 및 실정보고를 통한 내역 증액 후 정량 시공으로 안정성 확보_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_186,암판정 기반 사면안정해석 재수행 후 락볼트 및 숏크리트 보강으로 설계변경 실시하여 구조적 안정성 확보_오남수동도로,오남수동도로,Strategy
Strat_187,물림 길이를 고려해 규격 수정 발주하고 스티프너 자재비를 실정보고 반영_서남위생현대화,서남위생현대화,Strategy
Strat_188,굴착 보류 후 사면안정성 재검토를 거쳐 앵커 추가 설치 실정보고 승인_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_189,• 이격 시추 구간 TSP/GPR 탐사 빈도 2배 강화. • 인발테스트 미달 시 즉각 강관다단그라우팅(대구경)으로 공법 선제 전환._김포도시철도 3공구,김포도시철도 3공구,Strategy
Strat_190,"즉각 굴착 중지 및 강지보재 긴급 덧대기 보강, 지표 구조물 보수 및 특수 정밀안정성 검토 수행_서해선 복선전철 5공구",서해선 복선전철 5공구,Strategy
Strat_191,기술지원을 통해 차수 그라우팅 및 강지보재 긴급 덧대기 보강을 실시하여 지보 시스템 복원 및 안정성 확보_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,Strategy
Strat_192,연약 바닥면을 과굴착한 뒤 빈배합 콘크리트로 치환 보강하여 강지보 하부 지지력을 확보하고 실정보고 추진_동대구-영천전철 4공구,동대구-영천전철 4공구,Strategy
Strat_193,"변위 수렴 미달 구간 굴착 중지 및 추가 강지보/인버트 조기 폐합 실시, 여유폭 없는 구간은 재굴착 복구공사 시행_현장 공통 리스크",현장 공통 리스크,Strategy
Strat_194,암판정 위원회 증빙 자료를 바탕으로 지보패턴 상향 실정보고 완수 및 발주처 설계변경(도급 증액) 확보_새만금전주 5공구,새만금전주 5공구,Strategy
Strat_195,외부 전문기관 검증을 통해 전 구간 지보패턴 상향 보완설계를 수행하여 발주처 설득 및 총사업비 증액 확보_도담-영천전철 3공구,도담-영천전철 3공구,Strategy
Strat_196,지보패턴 변경 이력을 투명하게 매일 서면 공유하고 실제 시공 물량에 기초한 기성 정산 체계를 구축해 공정 추진_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,Strategy
Strat_197,진동 초과 및 지질 상이성을 계측 데이터로 입증하고 무진동 공법으로의 설계변경을 발주처로부터 승인받음_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_198,정밀 사면안정성 검토를 거쳐 Soil Nailing 및 숏크리트 등 영구 지보 패턴을 추가 반영하는 실정보고 추진 및 안정화_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Strategy
Strat_199,매 발파 시마다 암판정 결과를 객관적으로 증빙하여 불가항력적 효율 저하임을 소명하고 공기 연장 및 간접비 실정보고_새만금전주 5공구,새만금전주 5공구,Strategy
Strat_200,매 막장 객관적 암판정 결과를 바탕으로 지보패턴 변경을 신속 확정하고 불가항력적 지연에 대한 실정보고 강력 추진_오남수동도로,오남수동도로,Strategy
Strat_201,즉각 굴진 중지 및 취약 구간 지보패턴을 분할 굴착 및 지보재 증두께 패턴(PS-2B)으로 대폭 상향 변경해 안정성 확보_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_202,연약 바닥면을 선제적으로 과굴착 후 빈배합 콘크리트로 치환하여 강지보 기초 지지력을 확보한 후 실정보고 완료_동대구-영천전철,동대구-영천전철,Strategy
Strat_203,객관적 암판정 결과를 바탕으로 지보패턴 상향을 보고하고 불가항력적 효율 저하 및 지보재 증가분에 대한 설계변경 추진_새만금전주 5공구,새만금전주 5공구,Strategy
Strat_204,지체 없이 중지하고 막장 자립성 확보를 위해 상하반 분할 굴착(Bench Cut) 방식의 상위 패턴으로 즉각 설계변경 시행_도담-영천전철 6공구,도담-영천전철 6공구,Strategy
Strat_205,• 굴진 전 30~50m 전방 암질 파악용 TSP 탐사 용역을 선행하여 패턴 변경 조기 확정. • 분할 굴착에 최적화된 소형 장비 조합 및 교대 굴착 계획 수립._도담-영천 6,도담-영천 6,Strategy
Strat_206,현장 암석시험 결과를 증빙해 암 매각 계획을 전면 취소하고 사토 처리 및 지보 패턴 상향에 대한 설계변경(도급 증액) 추진_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_207,공간 확보 및 정상 지보 설치 사이클 준수를 위해 굴착 공법을 '롱벤치 공법'으로 변경하고 현실적인 공정표로 재수립_김포도시철도 3공구,김포도시철도 3공구,Strategy
Strat_208,현장 시험 시공을 통해 필수 양생기간을 단축(24h -> 10h)하여 대기시간을 최소화하고 공기지연 손실 보전 추진_새만금전주 6공구,새만금전주 6공구,Strategy
Strat_209,법률 질의/자문을 통해 장비 변경이 설계서 오류 정정임을 입증하고 특수 장비 대기료 및 단가에 대한 설계변경 승인 추진_광명전력구,광명전력구,Strategy
Strat_210,지질 전문가를 동원해 단층대 현장 지반 취약성을 수치 입증하고 지보력 확보를 위한 보강의 당위성을 소명하여 감액을 방어_도담-영천전철 3공구,도담-영천전철 3공구,Strategy
Strat_211,매 막장 암판정 결과를 서면 보고하고 실제 시공 수량을 시험 기록과 연동하여 일일 정산 근거 확보 및 실정보고_인천검단지구(3-1) 터널,인천검단지구(3-1) 터널,Strategy
Strat_212,자동 기록 장치를 통한 실시간 주입압/주입량 모니터링_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_213,천공 가이드 제작 및 레이저 레벨기를 이용한 입회 검측_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Strategy
Strat_214,막장 전면 그라우팅 및 미러볼트 보강공법 의무화_별내선,별내선,Strategy
Strat_215,정착장 구간 확인 및 주입 완료 후 인장 시험 시행_호남KTX,호남KTX,Strategy
Strat_216,"변위 지속 구간 즉각 굴착 중단 후 인버트 조기 폐합으로 완전한 링(Ring) 구조 완성 및 변위 구간 재굴착 복구_도담-영천전철 3,6공구","도담-영천전철 3,6공구",Strategy
Strat_217,막장 암판정으로 지보패턴 하향 조정 및 연약화된 바닥을 과굴착한 후 빈배합 콘크리트로 치환 보강하여 지지력 확보_동대구-영천 4공구,동대구-영천 4공구,Strategy
Strat_218,부력 안정성 검토 재수행 후 부족한 안전율 확보를 위해 하부 구조물 상부에 중량물(콘크리트 슬라브 등) 추가 타설로 안정성 확보_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Strategy
Strat_219,누락된 요철보정층 콘크리트 수량을 재산출해 실정보고로 도급 정산하고 바닥을 평탄 보정 후 본 구조물을 타설해 두께 확보_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Strategy
Strat_220,침하 징후 즉각 성토 중단 및 하중 절감 후 구조물 기초를 관통하여 암반까지 관관입되는 마이크로파일 긴급 시공 보강_적금-영남 연육교,적금-영남 연육교,Strategy
Strat_221,발파 패턴 최적화로 여굴 최소화 및 불가피한 여굴 채움 비용에 대해 실정보고 합리적 반영으로 품질 저하 예방_오남수동도로,오남수동도로,Strategy
Strat_222,포장 상세도를 기준으로 누락된 버력 처리 및 요철보정층(T=10cm 등) 수량 재산출 증액 및 암반 돌출부 면정리 철저 확보_포승-평택철도 1공구,포승-평택철도 1공구,Strategy
Strat_223,수화열 해석을 수행해 적정 분할 타설 계획 수립 및 누락된 신축이음 자재와 유도배수 캡을 실정보고로 추가 반영_GTX-A 6공구,GTX-A 6공구,Strategy
Strat_224,연약 지반을 깊게 재굴착한 후 대형 '사석치환공법'으로 변경 및 층다짐 실시하여 열차 하중에 견디는 강건한 기초 지내력 확보_포승-평택철도 1공구,포승-평택철도 1공구,Strategy
Strat_225,"폐쇄 타설 전 이물질 전면 제거 및 치핑, 팽창성 지수재 설치 및 무수축 그라우팅 꼼꼼히 주입해 누수 경로 영구 차단 반영_평화의 댐",평화의 댐,Strategy
Strat_226,락볼트 두부 캡 전수 시공 및 유도배관 최적화_파주-포천,파주-포천,Strategy
Strat_227,타설 직전 시트 전수 육안/기압 점검 및 패치 보수_동해선 10공구,동해선 10공구,Strategy
Strat_228,이음 방향을 물 흐름에 맞게 변경하고 시공 면 평탄화 확인 후 융착 온도 및 시공 관리 대폭 강화 추진_삼성-동탄 2공구 등,삼성-동탄 2공구 등,Strategy
Strat_229,"시트 표면 보호 패드 설치 및 철근 캡 씌우기, 불꽃 비산 방지포 설치 등 보호 대책 적용 및 타설 전 핀홀 전수 검사_일반 / 공통",일반 / 공통,Strategy
Strat_230,폼 이동 전 공종별 최종 매설물 위치 확인서 날인_포천-양수,포천-양수,Strategy
Strat_231,지수판 위치를 전용 철근 지그로 견고히 고정해 변형을 막고 주변을 소형 진동기로 정밀 다짐하여 밀실 타설 관리_한탄강댐/철도 공통,한탄강댐/철도 공통,Strategy
Strat_232,접속부 누수 차단 및 수압 저감을 위해 유도배수용 동판/배수관 수량을 실정보고로 추가 반영하여 배면 수압 배제_인천공항철도연계/923공구,인천공항철도연계/923공구,Strategy
Strat_233,지하수/토양 성분 정밀 분석 후 부식 환경 구간은 내산성 세라믹 코팅 방수 등으로 전면 설계 변경하여 재시공 추진_서남물재생센터 현장,서남물재생센터 현장,Strategy
Strat_234,"폼 세팅 전 간섭 여부 철저 확인 및 보호 조치, 타설 전 란델 간격 및 융착 상태 전수 검사 수행_일반 / 공통",일반 / 공통,Strategy
Strat_235,접속부 이음부에 유도배수 동판/지수재를 밀실하게 설치하고 배면 복토부의 배수 경사를 충분히 확보하여 시공_울릉도일주2호 등,울릉도일주2호 등,Strategy
Strat_236,배수관 매설 깊이를 동결심도 이하로 조정하고 노출부에는 전열선(Heat Tracing) 및 단열재 공법을 전면 적용_전주-남원1공구 등,전주-남원1공구 등,Strategy
Strat_237,누락된 신축이음 실런트 및 누수방지캡을 실정보고로 내역 반영하고 하부 트렌치로 물이 빠지게 유도배수 정밀 시공_GTX-A 6공구 등,GTX-A 6공구 등,Strategy
Strat_238,도면과 내역을 일치시켜 유도배수 동판/배관 수량을 조속히 반영하고 접속부 정밀 시공 및 융착 검사 강화_GTX-A 6공구,GTX-A 6공구,Strategy
Strat_239,결로 및 누수 체수에 대비해 하부 인버트에 집수정 연결 유도 배수 트렌치를 신설하는 설계변경 승인 및 시공_GTX-A 6공구 등,GTX-A 6공구 등,Strategy
Strat_240,밀착 불가한 곡면부는 핀 고정 방식 시트에서 지반에 직접 달라붙는 '자착식(접착식) 시트 방수'로 전면 교체 시공_인천공항철도연계,인천공항철도연계,Strategy
Strat_241,"시트 표면에 스패터 방지 패드 설치 및 철근 캡 씌우기 시행, 타설 직전 핀홀 전수 검사 및 즉각 열융착 보수_일반 현장 공통",일반 현장 공통,Strategy
Strat_242,시공 후 즉시 충분한 강도의 보호 콘크리트(누름)를 타설 양생하고 중장비 주행 동선을 엄격히 통제하여 훼손 차단_삼성-동탄 2공구 등,삼성-동탄 2공구 등,Strategy
Strat_243,고수압 예상 구간 바닥 슬래브 방수를 전면 설계 반영하고 취약 이음부 수팽창 지수재/지수판 이중 보강 대책 수립_구조물 공통(L/L),구조물 공통(L/L),Strategy
Strat_244,외부 노출부 실링은 가급적 비노출 구조로 변경하거나 UV 보호 테이프 부착 등 보호 조치 후 하자보증 관리_적금-영남연육교 등,적금-영남연육교 등,Strategy
Strat_245,탈형 직후 발생한 모든 나공홀/볼트 구멍은 지수재(팽창성 마개)와 무수축 모르타르로 완벽 밀폐 충진 관리_터널공사 공통(L/L),터널공사 공통(L/L),Strategy
Strat_246,우수 침투 예상 모든 관로 인입 경로에 수팽창 지수 링(Ring) 및 탄성 방수 코킹 설계를 추가 반영 및 수밀 테스트_여수산단진입도로 등,여수산단진입도로 등,Strategy
Strat_247,전용 고정 철물(지그) 사용으로 타설 시 변형을 막고 지수판 주변을 소형 진동기로 집중 정밀 다짐하여 밀실도 100% 확보_한탄강댐(지하 갤러리),한탄강댐(지하 갤러리),Strategy
Strat_248,지하수 용출 구간에 맹암거(D250 등)와 PE 배수로를 신설하는 설계변경(집행승인)을 득하여 구조물 품질 확보_김포-관산 도로 등,김포-관산 도로 등,Strategy
Strat_249,배수관 규격 확대 및 구배(1% 이상) 상향 시공하고 굴곡부 소제구 설치 및 준공 전 관로 CCTV 고압 세척 실시_전주-남원1공구 등,전주-남원1공구 등,Strategy
Strat_250,침수 즉시 대용량 양수기 비상 투입 배수 실시 및 궤도/트로프 구간 뻘 제거 및 고압 물청소 복구 인력 투입_진접선 3공구,진접선 3공구,Strategy
Strat_251,유출량 폭증에 맞춰 터널 오폐수 처리시설 용량 긴급 증설(추가 설치) 및 배수 펌프/주관경을 확대 전면 시공_삼성-동탄 2공구,삼성-동탄 2공구,Strategy
Strat_252,배출기준 준수를 위해 PH 저감시설 포함 오폐수처리시설을 증설하고 추가 설비비를 실정보고하여 반영_새만금전주 6공구,새만금전주 6공구,Strategy
Strat_253,"배수 콘크리트를 배수턱 형태로 구조 변경하고 내부 공간 폭을 1,400mm 이상으로 넓혀 작업성 및 관리 여건 확보_진접선 3공구",진접선 3공구,Strategy
Strat_254,사선 구간 경사 완화를 위한 엘보우(Elbow) 부속 설치 및 연성 고무 커넥터 삽입으로 누수 및 침하 하자 저감_평택 화양지구 등,평택 화양지구 등,Strategy
Strat_255,CCTV 촬영으로 폐색 구간 정밀 탐지 후 특수 장비/인력을 투입해 굳은 몰탈 파쇄/제거하여 통수 단면 확보_부산명지 등,부산명지 등,Strategy
Strat_256,지구 외 유입수 처리 방안 전면 재수립 및 기존 연결 흄관 관경을 대폭 상향 조정하고 역류 방지 대책을 추가 시공_양주회천 택지조성 등,양주회천 택지조성 등,Strategy
Strat_257,트렌치 바닥을 깨내어 임의 구배를 형성하거나 불가능한 곳은 사후 상시 인력 펌핑/청소 유지관리 항목으로 전환_시화하수처리장 현장 등,시화하수처리장 현장 등,Strategy
Strat_258,파손 구개 전면 재시공 및 중하중용 스틸그레이팅으로 교체하고 얕은 관로 주변 콘크리트 보강(관보호공) 실시_울릉도일주도로 등,울릉도일주도로 등,Strategy
Strat_259,현장 용수 발생 구간 전수 조사 후 누락 내역 실정보고 반영 및 배수 보드를 하부 맹암거까지 밀착 시공_삼성-동탄 2공구 등,삼성-동탄 2공구 등,Strategy
Strat_260,부식성 환경 노출 조건에 맞게 내식성이 우수한 STS316 등으로 변경 적용하고 이음부에 부식 방지 코팅 강화_제주해군기지 등,제주해군기지 등,Strategy
Strat_261,개통 전 집수정 물 채우기 연속 가동 시험을 실시하고 수위 센서 연동 상태를 감리 입회하에 전수 검측 및 보증_서울제물포터널 2공구,서울제물포터널 2공구,Strategy
Strat_262,기후 동결심도를 반영해 매설 심도를 재조정하고 심도 확보 불가 시 단열재 및 전열선(Heat Tracing) 보강 시공_관로공사 공통(L/L),관로공사 공통(L/L),Strategy
Strat_263,우기 전 집수정/침사지 뻘을 완벽 준설하고 펌프 여과망 수시 점검 및 환경보건비 활용 직영 복구 인력 투입_진접선 3공구,진접선 3공구,Strategy
Strat_264,오폐수 처리시설 긴급 증설(3개소 추가) 및 탁수 처리 pH 저감 설비를 PC 구조물로 신속 변경 시공해 법적 기준 준수_새만금전주 6공구,새만금전주 6공구,Strategy
Strat_265,간섭 구조물 회피를 위한 관로 선형 우회(Detour) 설계변경 및 협소 구간 점검 청소를 위한 추가 소제구/맨홀 신설_포승-평택철도 등,포승-평택철도 등,Strategy
Strat_266,연결부 파손 구간 재굴착 후 유연한 고무 커넥터 및 SUS 밴드로 보강하고 사선 부설 구간에 엘보우를 설치해 수밀 확보_평택 화양지구 등,평택 화양지구 등,Strategy
Strat_267,빈 공극에 무수축 그라우트나 모르타르를 밀실하게 충전해 구조체 일체성을 확보하고 누락 수량을 실정보고해 원가 반영_GTX-A 6공구,GTX-A 6공구,Strategy
Strat_268,"즉각 굴착 중단 및 구조물 하부 긴급 지반 보강용 강관재 설치와 고압 차수 그라우팅 시공으로 지반 변위 전면 차단_광명,금천 전력구","광명,금천 전력구",Strategy
Strat_269,검증 필수 공정인 검사공 수압시험 수량을 실정보고로 추가 반영하고 불합격 구간 보완 재주입 및 전용 플러그 마감_한탄강댐 현장,한탄강댐 현장,Strategy
Strat_270,천단부 주입관 설치 및 무수축 그라우트재 강제 주입 의무화_중봉터널,중봉터널,Strategy
Strat_271,자재 검수 강화 및 타설 직전 지수재 부착 상태 전수 점검_도담-영천,도담-영천,Strategy
Strat_272,균열 깊이별 주입 패커 배치 및 저압 지속 주입 공법 적용_서울지하철 923공구,서울지하철 923공구,Strategy
Strat_273,배수관 주위 가이드망 설치 및 필터재 수동 충진 확인_중봉터널,중봉터널,Strategy
Strat_274,설계변경/폼 변경 시 반드시 전문가 구조검토를 실시하고 타설 속도를 엄격히 관리하며 안전관리비를 활용해 기술사 확인_상주-영천 10공구 등,상주-영천 10공구 등,Strategy
Strat_275,타설 전 피복 두께를 전수 검측하고 고압 타설을 견딜 고강도 스페이서를 적정 간격으로 견고히 결속해 피복을 확보_하자 L/L(철콘공사),하자 L/L(철콘공사),Strategy
Strat_276,타 공종과의 샵드로잉 교차 검토로 위치를 확정하고 누락된 Block-out 거푸집 수량을 실정보고해 타설 전 선설치 완료_새만금전주 6공구 등,새만금전주 6공구 등,Strategy
Strat_277,거푸집 적정 사용 횟수를 준수하고 고품질 박리제 도포 및 규정 양생 강도 확인 후 탈형하며 필요 시 그라인딩 보수 시행_파주-포천 2공구 등,파주-포천 2공구 등,Strategy
Strat_278,세팅 전 하부 레벨링(버림/몰탈)을 실시하고 하부에 고무 패킹이나 우레탄 폼을 덧대어 페이스트 유출을 원천 차단_GTX-A 6공구 등,GTX-A 6공구 등,Strategy
Strat_279,방수층 방향 돌출 철근에 의무적으로 고무 캡을 설치하고 타설 직전 시트 핀홀 여부를 교차 검측함_공통(하자 L/L),공통(하자 L/L),Strategy
Strat_280,확폭부 전용 맞춤형 거푸집을 제작하고 타설 전 전문가(기술사) 구조해석을 통해 안정성을 입증 후 시공_서울지하철 923공구 등,서울지하철 923공구 등,Strategy
