id:ID,description,source_project,source_version,likelihood,impact_score,frequency,recency,confidence,expert_weight,source_ll,cause,impact,impact_text,:LABEL
Risk_078,사면 식생기반재 취부 두께 부족 및 수종 부적합에 따른 식생 고사 및 유실 리스크_칠북-북면/예천양수 등,칠북-북면/예천양수 등,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,사면 식생기반재 취부 두께 부족 및 수종 부적합에 따른 식생 고사 및 유실 리스크,암반 사면에 얇은 종자 살포 공법을 적용하거나 현지 기후에 맞지 않는 부적합 수종/기반재를 선정함,열악한 보습력으로 식생이 대거 고사하고 집중호우 시 기반재가 유실되어 흉물스러운 암반 노출 및 미관 훼손,열악한 보습력으로 식생이 대거 고사하고 집중호우 시 기반재가 유실되어 흉물스러운 암반 노출 및 미관 훼손,Risk
Risk_079,터널 본선과 갱문(환기구 등) 접속부 유도배수 시설(동판) 누락 및 누수 리스크_서울지하철 923공구 등,서울지하철 923공구 등,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 본선과 갱문(환기구 등) 접속부 유도배수 시설(동판) 누락 및 누수 리스크,이질적 구조물이 만나는 조인트 부위에 누수를 하부로 유도할 동판(Copper Plate)이 도면에는 있으나 내역에 누락됨,우기 시 수압에 의해 접속부로 집중 누수가 발생하고 동절기 고드름 형성으로 차량/열차 안전에 치명적 위협,우기 시 수압에 의해 접속부로 집중 누수가 발생하고 동절기 고드름 형성으로 차량/열차 안전에 치명적 위협,Risk
Risk_080,갱구 사면 자동화 계측기/경보시스템 설치 지연에 따른 붕괴 전조 감지 실패 리스크_칠북-북면 / 성남복정 등,칠북-북면 / 성남복정 등,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,갱구 사면 자동화 계측기/경보시스템 설치 지연에 따른 붕괴 전조 감지 실패 리스크,단층 파쇄대 등 불안정 요인이 확인된 대절토 사면에 실시간 변위 감시용 자동 계측기를 조기에 설치하지 않음,폭우나 해빙기 시 사면의 완만한 거동(Creep)이나 붕괴 전조를 감지하지 못해 대규모 산사태로 대참사가 유발됨,폭우나 해빙기 시 사면의 완만한 거동(Creep)이나 붕괴 전조를 감지하지 못해 대규모 산사태로 대참사가 유발됨,Risk
Risk_081,갱문 구조물 시설한계(Clearance) 및 내공치수 미확보에 따른 충돌 사고 리스크_터널 현장 공통,터널 현장 공통,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,갱문 구조물 시설한계(Clearance) 및 내공치수 미확보에 따른 충돌 사고 리스크,갱문 단면을 과소하게 설계하거나 타설 측압에 의한 거푸집 밀림 등 시공 오차 관리를 소홀히 함,내부 여유 공간 부족으로 차량/열차의 시설한계를 침범하며 대형 특수차 진입 시 상단부 충돌 및 구조물 파손 유발,내부 여유 공간 부족으로 차량/열차의 시설한계를 침범하며 대형 특수차 진입 시 상단부 충돌 및 구조물 파손 유발,Risk
Risk_082,사면 배수로 합류부(방류구) 마감 부적정 및 세굴 방지 시설 누락 리스크_수원외곽 / 양주회천 등,수원외곽 / 양주회천 등,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,사면 배수로 합류부(방류구) 마감 부적정 및 세굴 방지 시설 누락 리스크,가배수로가 기존 하천/도랑으로 연결되는 종점부에 낙차에 의한 세굴 방지용 사석/에이프런 상세 설계를 누락함,폭우 시 쏟아지는 유수에 의해 합류부 도랑이 깊게 파이며 도로 성토 지반과 옹벽이 연쇄적으로 붕괴/침하됨,폭우 시 쏟아지는 유수에 의해 합류부 도랑이 깊게 파이며 도로 성토 지반과 옹벽이 연쇄적으로 붕괴/침하됨,Risk
Risk_083,갱문 경관 조명 및 외부 전선관 우수 침투 방지 대책 미흡 리스크_고군산 2공구 / 영암-해남 등,고군산 2공구 / 영암-해남 등,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,갱문 경관 조명 및 외부 전선관 우수 침투 방지 대책 미흡 리스크,갱문 외부 옥외 전기 배관 인입 경로 시공 시 코킹 열화 대응 및 빗물 유입 방지 마감 설계를 누락함,강우 시 노출 전선관 틈새로 빗물이 침투해 배관을 부식시키고 전선 단락(합선)으로 인한 화재 및 조명 블랙아웃 유발,강우 시 노출 전선관 틈새로 빗물이 침투해 배관을 부식시키고 전선 단락(합선)으로 인한 화재 및 조명 블랙아웃 유발,Risk
Risk_084,인공지반 갱문 수량산출 오류에 따른 원가 손실 리스크_울릉공항,울릉공항,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,인공지반 갱문 수량산출 오류에 따른 원가 손실 리스크,공항터널 갱문 시점 사면 흙깎기(발파암) 수량 및 터널 인공지반 갱문/마감벽 구조물 수량을 산출하였으나 내역서 작성 시 전면 누락되는 산출 오류 발생,인공지반 갱문 구축에 소요되는 막대한 시공비용이 도급 내역에 반영되지 않아 시공사 원가 손실 및 실행 초과 적자가 발생함,인공지반 갱문 구축에 소요되는 막대한 시공비용이 도급 내역에 반영되지 않아 시공사 원가 손실 및 실행 초과 적자가 발생함,Risk
Risk_085,갱문 일체시공에 따른 라이닝폼 운영 제약 및 거푸집 변경 리스크_새만금전주 5공구,새만금전주 5공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,갱문 일체시공에 따른 라이닝폼 운영 제약 및 거푸집 변경 리스크,"근접병렬 터널 갱문 분리 시공 시 시공이음으로 인한 누수나 배면 토압 균열 발생 우려가 있어 갱문 일체시공으로 설계되었으나, 기존 라이닝폼 운영 계획에 차질이 생김",일반적인 강재거푸집(라이닝폼) 운영 방식으로는 갱문 일체시공이 물리적으로 불가하여 거푸집 절단 및 개조 작업에 따른 공사비 증가 및 공기 지연 발생,일반적인 강재거푸집(라이닝폼) 운영 방식으로는 갱문 일체시공이 물리적으로 불가하여 거푸집 절단 및 개조 작업에 따른 공사비 증가 및 공기 지연 발생,Risk
Risk_086,본선터널 갱문(접속부) 유도배수 동판 설계 누락에 따른 누수 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,본선터널 갱문(접속부) 유도배수 동판 설계 누락에 따른 누수 리스크,본선터널과 환기구(937S2) 구조물이 접속하는 갱문 부위에 조인트 누수를 막기 위한 유도배수 동판이 도면에는 명시되어 있으나 내역서에서 전면 누락됨,"이질 구조물이 만나는 갱문 접속부를 통해 장기적인 지하수 유입이 발생하여 누수, 백태 현상 및 구조물 내구성 저하 하자가 유발될 우려가 큼","이질 구조물이 만나는 갱문 접속부를 통해 장기적인 지하수 유입이 발생하여 누수, 백태 현상 및 구조물 내구성 저하 하자가 유발될 우려가 큼",Risk
Risk_087,터널 갱문(벨마우스) 상단 안전난간 및 토사낙하방지턱 누락 리스크_진접선 3공구,진접선 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 갱문(벨마우스) 상단 안전난간 및 토사낙하방지턱 누락 리스크,"터널 벨마우스(갱문) 상단부에 낙석 및 토사 유입을 차단하는 방지턱과 유지관리 작업자의 추락을 막기 위한 안전난간, 비산방지 철망이 설계 도면 및 내역에 모두 누락됨","우천 시 갱문 상부에서 토사가 선로로 쏟아져 열차 안전 운행을 저해할 수 있으며, 상부 점검 작업 중 근로자가 추락할 중대재해 위험이 유관기관 개통전 점검에서 지적됨","우천 시 갱문 상부에서 토사가 선로로 쏟아져 열차 안전 운행을 저해할 수 있으며, 상부 점검 작업 중 근로자가 추락할 중대재해 위험이 유관기관 개통전 점검에서 지적됨",Risk
Risk_088,갱문 상부 설계 암반선 상이에 따른 사면 불안정 및 붕괴 리스크_부산외곽순환고속 9공구,부산외곽순환고속 9공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,갱문 상부 설계 암반선 상이에 따른 사면 불안정 및 붕괴 리스크,"당초 설계 시 적용된 터널 시점 갱구부(갱문 구축부) 암반선이, 실제 현장 착공 전 확인 보링을 통해 조사된 실제 암반선 심도와 크게 상이하게 나타남","얕은 토피고와 불량한 암질 조건에서 원설계된 절토 구배로 굴착을 강행할 경우, 갱문 구축부 사면의 대규모 슬라이딩 파괴 및 터널 천단 함몰 사고 발생 위험 고조","얕은 토피고와 불량한 암질 조건에서 원설계된 절토 구배로 굴착을 강행할 경우, 갱문 구축부 사면의 대규모 슬라이딩 파괴 및 터널 천단 함몰 사고 발생 위험 고조",Risk
Risk_089,"Shield TBM 굴착에 따른 인접 구조물(세무서, 도시철도) 침하 및 균열 리스크_광명전력구",광명전력구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,"Shield TBM 굴착에 따른 인접 구조물(세무서, 도시철도) 침하 및 균열 리스크",TBM 굴착 중 지하수 다량 유출 및 지반 이완으로 상부 관공서 및 철도 시설물에 영향 전이,세무서 주차장 균열 민원 및 도시철도 궤도 침하 기준치 초과로 인한 정밀안전진단/공사 지연 발생,세무서 주차장 균열 민원 및 도시철도 궤도 침하 기준치 초과로 인한 정밀안전진단/공사 지연 발생,Risk
Risk_090,설계 지장물도 누락에 따른 굴착 중 미인지 상수도관 파손 및 2차 피해 리스크_GTX-A 6공구,GTX-A 6공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,설계 지장물도 누락에 따른 굴착 중 미인지 상수도관 파손 및 2차 피해 리스크,관계기관 도면에 누락된 대형 상수도관(심도 3m)을 시험 굴착 부족 및 줄파기 미흡으로 발견 못함,굴착 장비가 상수관을 타격하여 다량의 누수 발생 및 주변 지반 함몰/단수 피해로 인한 천문학적 보상비 발생,굴착 장비가 상수관을 타격하여 다량의 누수 발생 및 주변 지반 함몰/단수 피해로 인한 천문학적 보상비 발생,Risk
Risk_091,기존 옹벽 철거 중 하부 매몰 통신관로(광케이블) 파손 및 통신장애 리스크_사상하단4공구,사상하단4공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,기존 옹벽 철거 중 하부 매몰 통신관로(광케이블) 파손 및 통신장애 리스크,지상 옹벽 저판 하부에 매설되어 숨겨져 있던 국가 및 행정망 광케이블의 존재를 미인지함,중장비 철거 중 케이블 절단으로 일대 통신 장애 민원 폭주 및 통신사로부터 거액의 피해복구비 청구,중장비 철거 중 케이블 절단으로 일대 통신 장애 민원 폭주 및 통신사로부터 거액의 피해복구비 청구,Risk
Risk_092,비개착 하부 굴착 시 상부 운영선 구조물(승강장 및 궤도) 부등침하 리스크_인천공항철도연계,인천공항철도연계,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,비개착 하부 굴착 시 상부 운영선 구조물(승강장 및 궤도) 부등침하 리스크,현장타설 공법 적용 시 굴착면 상부 지반 이완 시간이 길어져 운영선 궤도에 직접적 침하 영향 발생,서울역 승강장 및 궤도 부등침하로 인한 열차 탈선 및 복구 불능의 대형 철도 재난 사고 우려,서울역 승강장 및 궤도 부등침하로 인한 열차 탈선 및 복구 불능의 대형 철도 재난 사고 우려,Risk
Risk_093,도심지 가시설 굴착 중 배면 이완에 따른 인접 민원건축물 균열 및 틈새 벌어짐 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,도심지 가시설 굴착 중 배면 이완에 따른 인접 민원건축물 균열 및 틈새 벌어짐 리스크,정거장 굴착 중 흙막이 배면 지반 이완 및 변위 발생으로 근접 노후 건축물 기초에 토압 불균형 전이,"건물 균열 및 벌어짐 심화에 따른 거주민 불안 및 공사 중지 위기, 막대한 보수/보상비 발생","건물 균열 및 벌어짐 심화에 따른 거주민 불안 및 공사 중지 위기, 막대한 보수/보상비 발생",Risk
Risk_094,인접공사 연약지반 개량 및 지하수위 저하에 따른 기존 교량 연동침하 리스크_에코델타시티 2-1,에코델타시티 2-1,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,인접공사 연약지반 개량 및 지하수위 저하에 따른 기존 교량 연동침하 리스크,인접 공구의 PBD 개량으로 인한 지하수위 저하 및 압밀 지반 거동이 당 현장 교량 기초에 전이됨,교대 측방변위 및 부등침하로 교량 구조 안정성 훼손 및 준공 후 대규모 하자 유지보수비 발생,교대 측방변위 및 부등침하로 교량 구조 안정성 훼손 및 준공 후 대규모 하자 유지보수비 발생,Risk
Risk_095,연약지반 압밀침하에 따른 기매설 대형 상수관 및 보강토옹벽 측방유동 리스크_칠북-북면간 도로,칠북-북면간 도로,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,연약지반 압밀침하에 따른 기매설 대형 상수관 및 보강토옹벽 측방유동 리스크,지반 성토 및 압밀 관리 과정에서 영향권 내 상수관 및 지상 옹벽 시설물에 대한 침하 검토 누락,성토 하중에 의한 압밀 영향으로 상수관 파열(지수 중단) 및 보강토옹벽 전면 붕괴 위험 발생,성토 하중에 의한 압밀 영향으로 상수관 파열(지수 중단) 및 보강토옹벽 전면 붕괴 위험 발생,Risk
Risk_096,개착 굴착 시 열수송관 매달기에 따른 좌굴 및 파손 리스크_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,개착 굴착 시 열수송관 매달기에 따른 좌굴 및 파손 리스크,노출 굴착 구간 대형 열수송관 보호 시 온도 팽창에 의한 수축/팽창력을 무시한 단순 매달기 공법 적용,온도 변화로 인한 관로 좌굴 및 파열 시 고온 열수 분출로 현장 작업자 대형 참사 및 지역 난방 중단,온도 변화로 인한 관로 좌굴 및 파열 시 고온 열수 분출로 현장 작업자 대형 참사 및 지역 난방 중단,Risk
Risk_097,인접 철도 운행선 근접 부벽식 옹벽 터파기에 따른 궤도 침하 및 변위 리스크_동대구-영천전철 4공구,동대구-영천전철 4공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,인접 철도 운행선 근접 부벽식 옹벽 터파기에 따른 궤도 침하 및 변위 리스크,운행선 직근 심도 6m 이상의 깊은 터파기 설계로 인한 노반 이완 및 침하 우려 심화,궤도 틀림 관리기준 초과로 인한 열차 운행 금지 처분 및 탈선 참사 우려로 공사 전면 중단 위기,궤도 틀림 관리기준 초과로 인한 열차 운행 금지 처분 및 탈선 참사 우려로 공사 전면 중단 위기,Risk
Risk_098,공사용 대형 관정 개발로 인한 광역 지하수위 저하 및 인근 가옥/축사 침하(함몰) 리스크_새만금전주 6공구,새만금전주 6공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,공사용 대형 관정 개발로 인한 광역 지하수위 저하 및 인근 가옥/축사 침하(함몰) 리스크,현장 내 대량 양수를 위한 대형 관정 개발 시 주변 민간 시설물의 지하수 의존도 및 지반 조건 검토 미흡,"지하수위 급강하에 따른 압밀로 주변 민가 균열 및 축사 기초 함몰 발생, 집단 민원 및 환경법 위반 사고","지하수위 급강하에 따른 압밀로 주변 민가 균열 및 축사 기초 함몰 발생, 집단 민원 및 환경법 위반 사고",Risk
Risk_099,정거장 인접 지장가옥 균열 및 지반침하 발생에 따른 가옥 매입 및 철거 보상 리스크_수인선 2-2공구,수인선 2-2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,정거장 인접 지장가옥 균열 및 지반침하 발생에 따른 가옥 매입 및 철거 보상 리스크,정거장 굴착 시 인접 노후 가옥 기초 하부 지표 침하가 허용치를 초과하여 벽체 균열 심화,"거주민 안전 우려로 인한 결사항전식 민원 및 건물 붕괴 위험으로 공정 마비, 대규모 보상비 발생","거주민 안전 우려로 인한 결사항전식 민원 및 건물 붕괴 위험으로 공정 마비, 대규모 보상비 발생",Risk
Risk_100,지하구조물 가시설 미제거 및 다짐 불량에 따른 상부 공용도로 침하(함몰) 리스크_일반 / 공통,일반 / 공통,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,지하구조물 가시설 미제거 및 다짐 불량에 따른 상부 공용도로 침하(함몰) 리스크,구조물 되메우기 시 기존 가시설(H-Beam) 인발/제거를 생략하고 방치한 채 주변부 다짐 소홀,장기적으로 가시설 부근 지하수 이동에 의한 토사 유실로 도로 하부 대형 공동(싱크홀) 발생,장기적으로 가시설 부근 지하수 이동에 의한 토사 유실로 도로 하부 대형 공동(싱크홀) 발생,Risk
Risk_101,인접 공사 진동 및 연동침하 영향 미고려에 따른 기존 지하 공동구 신축이음부 파손 리스크_시화하수처리장,시화하수처리장,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,인접 공사 진동 및 연동침하 영향 미고려에 따른 기존 지하 공동구 신축이음부 파손 리스크,인접 타 공구의 대규모 지반개량 및 진동 수반 공사가 당 현장 기 시공 구조물에 미치는 영향 무관심,지중 연동 침하로 공동구 이음부가 허용치를 넘어 벌어지고 대규모 지하수 유입으로 기능 마비,지중 연동 침하로 공동구 이음부가 허용치를 넘어 벌어지고 대규모 지하수 유입으로 기능 마비,Risk
Risk_102,지중 매설 계측기기(침하계 등) 시공 중 손상 및 작동 오류에 따른 지반 거동 인지 실패 리스크_평화의댐,평화의댐,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,지중 매설 계측기기(침하계 등) 시공 중 손상 및 작동 오류에 따른 지반 거동 인지 실패 리스크,내구성이 약한 계측 센서 사용 및 공사 중 대형 장비에 의한 케이블 단선(망실) 방치,실시간 데이터 맹점으로 지반 이완 징후를 놓쳐 건물 붕괴를 예방할 수 있는 골든타임 상실,실시간 데이터 맹점으로 지반 이완 징후를 놓쳐 건물 붕괴를 예방할 수 있는 골든타임 상실,Risk
Risk_103,구조물 배면 토사(미립분) 유출 방지 조치 미흡에 따른 인접 공용도로 공동 발생 및 침하 리스크_평택항외곽호안,평택항외곽호안,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,구조물 배면 토사(미립분) 유출 방지 조치 미흡에 따른 인접 공용도로 공동 발생 및 침하 리스크,흙막이 구조물 배면의 필터매트 겹이음 시공 불량 및 쇄석 필터층 두께 확보 미달,지하수 흐름에 의한 지속적인 토사 세립분 유출로 인접 도로 하부 공동 발생 및 도로 일시 함몰,지하수 흐름에 의한 지속적인 토사 세립분 유출로 인접 도로 하부 공동 발생 및 도로 일시 함몰,Risk
Risk_104,터널 내 노면 요철 방치에 따른 운반 장비 파손 및 주행 안전사고 리스크_파주포천도로 2공구,파주포천도로 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 내 노면 요철 방치에 따른 운반 장비 파손 및 주행 안전사고 리스크,"버력 운반 및 자재 공급을 위해 대형 차량이 통행하나, 바닥 노면 정리 및 배수 관리가 미흡하여 요철 심화",레미콘 및 덤프 차량의 운반 속도가 1/2로 감소하고 타이어 파손이 빈발하여 수리비 급증 및 공기 지연,레미콘 및 덤프 차량의 운반 속도가 1/2로 감소하고 타이어 파손이 빈발하여 수리비 급증 및 공기 지연,Risk
Risk_105,터널 분할 단면(마이크로 벤치) 협소에 따른 장비 상호 간섭 및 공정 마비 리스크_김포도시철도 3공구,김포도시철도 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 분할 단면(마이크로 벤치) 협소에 따른 장비 상호 간섭 및 공정 마비 리스크,벤치 길이(2~3m)가 너무 비좁아 상반 리퍼 작업과 하반 버력 상차 장비의 붐 선회 반경이 지속적으로 겹침,장비 간 동선 엉킴으로 인한 대기 시간이 굴진 시간의 30%를 초과하여 계획된 1일 2발파 달성 불가,장비 간 동선 엉킴으로 인한 대기 시간이 굴진 시간의 30%를 초과하여 계획된 1일 2발파 달성 불가,Risk
Risk_106,터널 내 회차 공간(Turnaround) 부재에 따른 장대 터널 장거리 후진 및 레미콘 진입 거부 리스크_오남수동 도로,오남수동 도로,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 내 회차 공간(Turnaround) 부재에 따른 장대 터널 장거리 후진 및 레미콘 진입 거부 리스크,장대 터널 내부에 장비가 방향을 바꿀 수 있는 회차로가 설계에 전혀 반영되지 않아 장거리 후진 주행 불가피,운반 장비의 사고 위험 폭증 및 관급 레미콘 업체들이 차량 파손 우려로 터널 진입을 전면 거부하여 공정 중단,운반 장비의 사고 위험 폭증 및 관급 레미콘 업체들이 차량 파손 우려로 터널 진입을 전면 거부하여 공정 중단,Risk
Risk_107,"대형 덤프 사토 반출 동선과 보행자(통학로) 동선 중첩에 따른 사각지대 충돌 사망 리스크_성남복정1, 2지구","성남복정1, 2지구",터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,대형 덤프 사토 반출 동선과 보행자(통학로) 동선 중첩에 따른 사각지대 충돌 사망 리스크,사토장 반출을 위해 수많은 덤프트럭이 현장을 오가는 동선이 학생들 통학로 및 주민 보행로와 물리적으로 겹침,장비의 넓은 회전 반경과 운전석 사각지대로 인해 횡단 학생을 인지하지 못하고 덮치는 치명적 인명 사고 우려 극심,장비의 넓은 회전 반경과 운전석 사각지대로 인해 횡단 학생을 인지하지 못하고 덮치는 치명적 인명 사고 우려 극심,Risk
Risk_108,펌프카 최대 작업반경 초과(사각지대)에 따른 콘크리트 타설 불가 및 가도 확폭 리스크_고덕산단 1단계,고덕산단 1단계,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,펌프카 최대 작업반경 초과(사각지대)에 따른 콘크리트 타설 불가 및 가도 확폭 리스크,거대 구조물 타설 시 배면 상부 거치 계획이었으나 펌프카 붐대 한계 반경(51m)을 벗어나는 타설 사각지대 발생,구조물 끝단까지 콘크리트 압송이 불가하여 타설 공정이 전면 중단되고 가도를 확폭 주진입 시켜야 하는 등 비용 발생,구조물 끝단까지 콘크리트 압송이 불가하여 타설 공정이 전면 중단되고 가도를 확폭 주진입 시켜야 하는 등 비용 발생,Risk
Risk_109,터널 급곡선부 가시설(동바리)과 대형 장비 간의 회전 반경 간섭 및 충돌 리스크_일반 / 터널 공통,일반 / 터널 공통,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 급곡선부 가시설(동바리)과 대형 장비 간의 회전 반경 간섭 및 충돌 리스크,라이닝 타설용 가시설을 조밀하게 설치했으나 급곡선 구간(R=500 이하) 통과 장비의 궤적(선회 반경) 미고려,믹서트럭이 선회 동작 중 동바리를 충돌하여 붕괴 재해를 유발하거나 진입 자체가 막혀 후속 공정이 전면 마비됨,믹서트럭이 선회 동작 중 동바리를 충돌하여 붕괴 재해를 유발하거나 진입 자체가 막혀 후속 공정이 전면 마비됨,Risk
Risk_110,야적장 협소 및 고성토(13m) 덤프 추락/전도 리스크_새만금전주 6,새만금전주 6,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,야적장 협소 및 고성토(13m) 덤프 추락/전도 리스크,• 용지보상 및 사토장 인허가 지연으로 암버력 외부 반출 불가. • 굴착 중단 방지를 위해 좁은 야적 부지에 수직 13m(고성토)까지 무리한 가적치.,• 13m 낭떠러지 끝단에서 덤프 하역 중 지반 무너짐으로 인한 대형 전도 사고 위험. • 불도저(D/Z) 추가 투입 방식(D/T+D/Z) 변경에 따른 예상치 못한 장비대 지출.,• 13m 낭떠러지 끝단에서 덤프 하역 중 지반 무너짐으로 인한 대형 전도 사고 위험. • 불도저(D/Z) 추가 투입 방식(D/T+D/Z) 변경에 따른 예상치 못한 장비대 지출.,Risk
Risk_111,갱내 가설도로 미정비 및 장비 파손/노조 파업 리스크_파주포천 2공구,파주포천 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,갱내 가설도로 미정비 및 장비 파손/노조 파업 리스크,"• 지하수 용출 및 여굴/미굴 방치로 터널 바닥 노면 심한 패임 및 웅덩이 형성. • 설계 시 노면정리 장비(그레이더, 살수차) 운영비 누락으로 현장 평탄화 방치.",• 덤프/레미콘 타이어 파열 빈발 및 시속 5km 주행으로 사이클 타임 붕괴. • 운송노조(레미콘)의 갱내 진입 거부 및 추가 수당 요구 파업으로 공정 중단.,• 덤프/레미콘 타이어 파열 빈발 및 시속 5km 주행으로 사이클 타임 붕괴. • 운송노조(레미콘)의 갱내 진입 거부 및 추가 수당 요구 파업으로 공정 중단.,Risk
Risk_112,발파 여굴(Overbreak) 과다 및 원가 폭증 리스크_오남수동도로,오남수동도로,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,발파 여굴(Overbreak) 과다 및 원가 폭증 리스크,• 막장면의 절리 및 불연속면 발달 구간에서 제어발파 실패. • 점보드릴 숙련도 부족 및 천공각(Look-out Angle) 오차로 과굴착 발생.,• 숏크리트 타설량 및 리바운드량 급증 (파주포천 2공구 133% 투입). • 터널 라이닝 배면 채움을 위한 레미콘 수량 폭증으로 수십억 원대 원가 적자 발생.,• 숏크리트 타설량 및 리바운드량 급증 (파주포천 2공구 133% 투입). • 터널 라이닝 배면 채움을 위한 레미콘 수량 폭증으로 수십억 원대 원가 적자 발생.,Risk
Risk_113,발파 비산(Flyrock) 우려에 따른 경찰서 불허 리스크_노포북정 3공구,노포북정 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,발파 비산(Flyrock) 우려에 따른 경찰서 불허 리스크,• 터널 갱구부 굴착 구간이 고속도로 및 민가 건물과 초근접 위치함. • 경찰서장이 비산물에 의한 인명피해 우려로 화약류 양수/사용 불허 공문 하달.,• 도급 내역의 발파 공법 적용이 차단되어 굴착 공정 장기간 마비. • 非발파 공법(할암 등) 전면 설계변경 시행 및 작업 효율 급감으로 원가율 상승.,• 도급 내역의 발파 공법 적용이 차단되어 굴착 공정 장기간 마비. • 非발파 공법(할암 등) 전면 설계변경 시행 및 작업 효율 급감으로 원가율 상승.,Risk
Risk_114,감각 공해 민원 및 주민 시위에 따른 발파 중단_새만금전주 5,새만금전주 5,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,감각 공해 민원 및 주민 시위에 따른 발파 중단,• 발파 진동 계측치(0.063kine)는 기준(0.2kine)을 만족하나 주민 체감 소음 민원 폭주. • 주민들이 화약고 및 갱구 진입로를 트랙터로 봉쇄하며 물리적 시위 전개.,• 법적 기준 만족에도 불구하고 민원 압박을 이기지 못해 굴착 공정 전면 중단. • 발파 포기 및 기계식 정밀깎기 변경으로 공기 526일 지연 및 수억 원 손실.,• 법적 기준 만족에도 불구하고 민원 압박을 이기지 못해 굴착 공정 전면 중단. • 발파 포기 및 기계식 정밀깎기 변경으로 공기 526일 지연 및 수억 원 손실.,Risk
