id:ID,action,source_project,target_risk,expected_effect,required_equipment,related_standard,responsible_role,:LABEL
Strat_083,전선 인입부 등 모든 조인트에 고내구성 실런트를 적용하고 옥외 전선관 입구에 빗물 유입 방지 트랩(U-Trap) 설치_고군산 2공구 / 영암-해남 등,고군산 2공구 / 영암-해남 등,Risk_083,강우 시 노출 전선관 틈새로 빗물이 침투해 배관을 부식시키고 전선 단락(합선)으로 인한 화재 및 조명 블랙아웃 유발,,,,Strategy
Strat_084,실시설계 도면과 수량산출서를 대조하여 누락된 사면 흙깎기 및 인공지반 갱문 구축 수량을 찾아내고 설계변경(실정보고)을 통해 도급 내역에 추가 반영_울릉공항,울릉공항,Risk_084,인공지반 갱문 구축에 소요되는 막대한 시공비용이 도급 내역에 반영되지 않아 시공사 원가 손실 및 실행 초과 적자가 발생함,,,,Strategy
Strat_085,양방향 3개소에 배정된 강재거푸집 3개 중 1개를 반으로 절단/개조하여 갱문 일체시공이 가능하도록 라이닝폼을 변경하고 실정보고 승인을 득함_새만금전주 5공구,새만금전주 5공구,Risk_085,일반적인 강재거푸집(라이닝폼) 운영 방식으로는 갱문 일체시공이 물리적으로 불가하여 거푸집 절단 및 개조 작업에 따른 공사비 증가 및 공기 지연 발생,,,,Strategy
Strat_086,도면에 표기된 갱문 조인트 부위 유도배수용 동판 물량을 산출하여 설계변경에 추가 반영하고 수밀하게 밀착 시공함_서울지하철 923공구,서울지하철 923공구,Risk_086,"이질 구조물이 만나는 갱문 접속부를 통해 장기적인 지하수 유입이 발생하여 누수, 백태 현상 및 구조물 내구성 저하 하자가 유발될 우려가 큼",,,,Strategy
Strat_087,"유관기관 합동점검 지적사항을 즉각 수용하여, 갱문 상단에 12m의 토사낙하방지턱을 펌프카를 동원해 타설하고 16m의 안전난간 및 비산방지철망을 긴급 추가 설치함_진접선 3공구",진접선 3공구,Risk_087,"우천 시 갱문 상부에서 토사가 선로로 쏟아져 열차 안전 운행을 저해할 수 있으며, 상부 점검 작업 중 근로자가 추락할 중대재해 위험이 유관기관 개통전 점검에서 지적됨",,,유관기관,Strategy
Strat_088,"위험 인지 즉시 굴착을 전면 보류하고 본사 기술연구소의 사면 안정성 검토를 거쳐, 갱문 사면 보강공법(Soil Nailing)을 추가 설계 반영하여 지반 안정성 확보 후 시공 재개_부산외곽순환고속 9공구",부산외곽순환고속 9공구,Risk_088,"얕은 토피고와 불량한 암질 조건에서 원설계된 절토 구배로 굴착을 강행할 경우, 갱문 구축부 사면의 대규모 슬라이딩 파괴 및 터널 천단 함몰 사고 발생 위험 고조",,,,Strategy
Strat_089,구조물 경사계 등 자동화 계측 강화 및 수평 보강 그라우팅(ASG 공법 등) 긴급 시행으로 안정성 확보_광명전력구,광명전력구,Risk_089,세무서 주차장 균열 민원 및 도시철도 궤도 침하 기준치 초과로 인한 정밀안전진단/공사 지연 발생,,,,Strategy
Strat_090,굴착 전 인력 줄파기 범위를 확대하고 사고 즉시 긴급 복구 및 지장물 누락에 의한 실정보고 추진_GTX-A 6공구,GTX-A 6공구,Risk_090,굴착 장비가 상수관을 타격하여 다량의 누수 발생 및 주변 지반 함몰/단수 피해로 인한 천문학적 보상비 발생,,,,Strategy
Strat_091,사고지점 긴급 복구 후 철거 공법을 기계식에서 인력 철거로 변경하여 잔여 구간 안전성 확보_사상하단4공구,사상하단4공구,Risk_091,중장비 철거 중 케이블 절단으로 일대 통신 장애 민원 폭주 및 통신사로부터 거액의 피해복구비 청구,,,,Strategy
Strat_092,지반 이완을 최소화하기 위해 현장 타설 공법을 프리캐스트(PC) Box 거치 공법으로 설계 변경하여 조기 안정성 확보_인천공항철도연계,인천공항철도연계,Risk_092,서울역 승강장 및 궤도 부등침하로 인한 열차 탈선 및 복구 불능의 대형 철도 재난 사고 우려,,,,Strategy
Strat_093,가시설 버팀보에 수직 레이커(Raker) 및 지반 보강 그라우팅을 추가하여 지반 지지력을 대폭 강화_서울지하철 923공구,서울지하철 923공구,Risk_093,"건물 균열 및 벌어짐 심화에 따른 거주민 불안 및 공사 중지 위기, 막대한 보수/보상비 발생",,,,Strategy
Strat_094,인접 사업 간섭을 고려한 통합 계측망 구축 및 고강도 그라우팅을 통한 교대 주각부 선제적 보강_에코델타시티 2-1,에코델타시티 2-1,Risk_094,교대 측방변위 및 부등침하로 교량 구조 안정성 훼손 및 준공 후 대규모 하자 유지보수비 발생,,,,Strategy
Strat_095,상수관로 이설 및 영향권 내 보강토 옹벽 하부 저유동몰탈주입(CGS) 공법을 적용하여 지반 근본 강화_칠북-북면간 도로,칠북-북면간 도로,Risk_095,성토 하중에 의한 압밀 영향으로 상수관 파열(지수 중단) 및 보강토옹벽 전면 붕괴 위험 발생,,,,Strategy
Strat_096,열 팽창을 흡수할 수 있는 U-Bend 설계 추가 및 전문기관 정말 구조 검토를 통한 보강 상세 적용_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,Risk_096,온도 변화로 인한 관로 좌굴 및 파열 시 고온 열수 분출로 현장 작업자 대형 참사 및 지역 난방 중단,,,,Strategy
Strat_097,터파기 심도를 획기적으로 줄일 수 있는 저심도 구조물(U-Type)로 설계를 변경하여 안정성 극대화_동대구-영천전철 4공구,동대구-영천전철 4공구,Risk_097,궤도 틀림 관리기준 초과로 인한 열차 운행 금지 처분 및 탈선 참사 우려로 공사 전면 중단 위기,,,,Strategy
Strat_098,관정 양수 중단 및 공사용수를 살수차(외부 공급)로 대체하는 설계변경을 통해 지반 하부 수압 회복_새만금전주 6공구,새만금전주 6공구,Risk_098,"지하수위 급강하에 따른 압밀로 주변 민가 균열 및 축사 기초 함몰 발생, 집단 민원 및 환경법 위반 사고",,,,Strategy
Strat_099,보수 불가 판정에 따라 해당 부지 및 건물을 전면 매입 후 선철거하고 실정보고를 통해 사업비 증액_수인선 2-2공구,수인선 2-2공구,Risk_099,"거주민 안전 우려로 인한 결사항전식 민원 및 건물 붕괴 위험으로 공정 마비, 대규모 보상비 발생",,,,Strategy
Strat_100,되메우기 시 가시설 인발을 철저히 확인하고 협소 구간은 유동성 채움재(쏘일시멘트 등)로 완전 밀실 채움_일반 / 공통,일반 / 공통,Risk_100,장기적으로 가시설 부근 지하수 이동에 의한 토사 유실로 도로 하부 대형 공동(싱크홀) 발생,,,,Strategy
Strat_101,"이음부 사이 특수 지수재 주입 및 조인트 강성 보강, 타 공구와의 공정 조정 및 합동 계측 시행_시화하수처리장",시화하수처리장,Risk_101,지중 연동 침하로 공동구 이음부가 허용치를 넘어 벌어지고 대규모 지하수 유입으로 기능 마비,,,,Strategy
Strat_102,단선 방지용 아머드 케이블 및 고품질 센서로 전면 교부 매설하고 장비 접근 금지용 보호 펜스 설치_평화의댐,평화의댐,Risk_102,실시간 데이터 맹점으로 지반 이완 징후를 놓쳐 건물 붕괴를 예방할 수 있는 골든타임 상실,,,,Strategy
Strat_103,배면 재굴착 후 고강도 필터매트 정밀 시공 및 수리 계산에 근거한 충분한 두께의 쇄석층 보강_평택항외곽호안,평택항외곽호안,Risk_103,지하수 흐름에 의한 지속적인 토사 세립분 유출로 인접 도로 하부 공동 발생 및 도로 일시 함몰,,,,Strategy
Strat_104,노면 정리를 위한 전담 장비(그레이더 등) 및 살수/배수 인건비를 설계에 추가 반영하고 상시 평탄화 실시_파주포천도로 2공구,파주포천도로 2공구,Risk_104,레미콘 및 덤프 차량의 운반 속도가 1/2로 감소하고 타이어 파손이 빈발하여 수리비 급증 및 공기 지연,,,,Strategy
Strat_105,작업 공간 확보가 용이하도록 마이크로 벤치에서 롱벤치 공법으로 설계를 변경하여 장비 운용의 독립성 확보_김포도시철도 3공구,김포도시철도 3공구,Risk_105,장비 간 동선 엉킴으로 인한 대기 시간이 굴진 시간의 30%를 초과하여 계획된 1일 2발파 달성 불가,,,,Strategy
Strat_106,터널 내 일정 간격마다 가적치장 또는 비상주차대를 활용한 임시 회차로를 조성하고 운반 보전비를 정산 승인함_오남수동 도로,오남수동 도로,Risk_106,운반 장비의 사고 위험 폭증 및 관급 레미콘 업체들이 차량 파손 우려로 터널 진입을 전면 거부하여 공정 중단,,,,Strategy
Strat_107,"보행자 전용 가설 통로를 신설하여 동선을 완전 분리하고 교차 구간에 전담 교통 신호수를 다수 추가 배치함_성남복정1, 2지구","성남복정1, 2지구",Risk_107,장비의 넓은 회전 반경과 운전석 사각지대로 인해 횡단 학생을 인지하지 못하고 덮치는 치명적 인명 사고 우려 극심,,,,Strategy
Strat_108,사각지대 해소를 위해 공사용 가도의 위치를 변경하고 펌프카가 내부까지 접근 가능한 진입로를 설계 변경을 통해 구축_고덕산단 1단계,고덕산단 1단계,Risk_108,구조물 끝단까지 콘크리트 압송이 불가하여 타설 공정이 전면 중단되고 가도를 확폭 주진입 시켜야 하는 등 비용 발생,,,,Strategy
Strat_109,곡선부 내 장비 최소 회전 궤적을 실측하여 가시설 점유 범위를 조정하고 이동식 라이닝 폼 등 대안 공법 도입_일반 / 터널 공통,일반 / 터널 공통,Risk_109,믹서트럭이 선회 동작 중 동바리를 충돌하여 붕괴 재해를 유발하거나 진입 자체가 막혀 후속 공정이 전면 마비됨,,,,Strategy
Strat_110,• 설계 단계부터 갱외 대규모 임시 야적 부지 임대료 및 인허가 대비 예산 확보. • 하역장 안전 확보용 불도저 상시 배치 및 안전턱(Berm) 조성비 반영._새만금전주 6,새만금전주 6,Risk_110,• 13m 낭떠러지 끝단에서 덤프 하역 중 지반 무너짐으로 인한 대형 전도 사고 위험. • 불도저(D/Z) 추가 투입 방식(D/T+D/Z) 변경에 따른 예상치 못한 장비대 지출.,,,,Strategy
Strat_111,• 굴착 연장에 비례한 노면정리장비(그레이더/살수차) 임대료 및 골재 부설비 반영. • 운송 노조의 특수 수당구간(급경사 하향굴착 등) 할증비를 사전 도급에 포함._파주포천 2공구,파주포천 2공구,Risk_111,• 덤프/레미콘 타이어 파열 빈발 및 시속 5km 주행으로 사이클 타임 붕괴. • 운송노조(레미콘)의 갱내 진입 거부 및 추가 수당 요구 파업으로 공정 중단.,,,,Strategy
Strat_112,• 3D 스캐너 활용 여굴 실시간 프로파일링 및 굴착 형상 관리. • 점보드릴 가이드 시스템 최적화 및 고성능 액상 급결제 적용._오남수동도로,오남수동도로,Risk_112,• 숏크리트 타설량 및 리바운드량 급증 (파주포천 2공구 133% 투입). • 터널 라이닝 배면 채움을 위한 레미콘 수량 폭증으로 수십억 원대 원가 적자 발생.,점보드릴,,,Strategy
Strat_113,• 보안물건 인접 구간은 설계 단계부터 화약 발파를 배제하고 기계 굴착(할암) 반영. • 불가피할 경우 강력한 비산 방지 덮개 및 방호 옹벽 계획 수립._노포북정 3공구,노포북정 3공구,Risk_113,• 도급 내역의 발파 공법 적용이 차단되어 굴착 공정 장기간 마비. • 非발파 공법(할암 등) 전면 설계변경 시행 및 작업 효율 급감으로 원가율 상승.,,,,Strategy
Strat_114,• 주민 대표 참관 하에 시험발파 시행 및 계측 데이터 투명 공유. • 민원 합의금(위로금) 예산 선제 확보 및 발주처 책임 분담 테이블 구성._새만금전주 5,새만금전주 5,Risk_114,• 법적 기준 만족에도 불구하고 민원 압박을 이기지 못해 굴착 공정 전면 중단. • 발파 포기 및 기계식 정밀깎기 변경으로 공기 526일 지연 및 수억 원 손실.,,,발주처,Strategy
Strat_115,• 발파 직후 3D 스캐닝을 통해 미굴부 즉각 Chipping 및 소발파 실시. • 발파 설계 시 뇌관 기폭 순서 최적화 및 장약량 정밀 제어._오남수동도로,오남수동도로,Risk_115,• 돌출된 암반으로 인해 지지 구조물 및 방수 시트 시공 불가 (재작업 발생). • 브레이커 등 추가 장비 투입(면정리)에 2.9억 원의 비정형 원가 손실 발생.,,,,Strategy
Strat_116,• 착공 초기 경찰서 협의를 통해 현실적 발파 시간(주간 8시간 등) 확정 및 공정표 재수립. • 불발항력적 인허가 조건 변경을 사유로 발주처에 공기 연장 및 간접비 공식 청구._오남수동도로,오남수동도로,Risk_116,• 1일 4회 → 2회 발파로 작업 효율이 50% 반토막 나며 굴착 기간 기하급수적 초과. • 장비 및 전문 인력 대기료 3.8억 원 발생 및 발주처의 실정보고 거부로 손실 확정.,,,발주처,Strategy
Strat_117,"물리적 수치(kine) 외에 민원인의 감각적 피해 보상을 위한 협상 예산을 확보하고, 공법 변경에 따른 공기 연장 책임을 명확히 함._새만금전주 5공구",새만금전주 5공구,Risk_117,"주민 시위로 터널 진입로 봉쇄 및 공기 마비. 결국 화약 발파를 포기하고 기계식 '정밀깎기'로 변경하여 2억 3,200만 원 손실 및 공기 지연.",,,민원인,Strategy
Strat_118,"도심지 및 고속도로 초인접 구간은 설계 시 발파를 배제하고 기계식 굴착을 적용하며, 불가피 시 비산 방지 정밀 대책으로 경찰을 설득함._노포북정 3공구",노포북정 3공구,Risk_118,화약 반입 차단으로 공정 과부하 발생. 고가의 유압식 할암공법(비발파)으로 전면 변경하여 원가율이 4.4% 폭등하고 후속 공정 연쇄 지연.,,,,Strategy
Strat_119,"기존 운영선이나 도심지 상가 구조물과 극근접 교차하는 구간은 화약류 발파를 원천 배제하고 무진동 굴착(로드헤더, 할암) 단가를 선제적으로 도급 내역에 반영함._대구도시철도 305공구",대구도시철도 305공구,Risk_119,실제 굴착 착수 시 발파로 인해 발생하는 구조체 진동 및 소음으로 인접 상인들의 극렬한 민원 발생 및 기존 2호선 운영 안전성 위협. 미진동파쇄 공정 전면 취소 및 단가가 높은 기계식 '무진동파쇄' 공법 전환으로 인한 원가 상승 및 공기 지연.,,,,Strategy
Strat_120,"도심지 의료시설 등 초정온시설 인접 발파/굴착 공사 시, 굴착 장비 상부에 국소 방음 챔버를 씌우거나 무진동/무소음 굴착 공법을 1순위로 채택하여 설계 가설내역에 반영함._서울지하철 923공구",서울지하철 923공구,Risk_120,"공사 착수 후 현장 실측 소음 결과치(70dB)가 법적인 병원 소음기준치(65dB)를 상회함에 따라, 1급 방음판을 전면 추가 설치해야 했으며 이로 인해 9,400만 원의 원가 손실 발생.",,,,Strategy
Strat_121,"설계 시 상업시설 인접 구간은 '영업 피해 민원 발생'을 디폴트 리스크로 산정하고, 도급 내역에 정밀제어발파 또는 기계굴착 단가를 보수적으로 우선 배정함._오남수동도로",오남수동도로,Risk_121,실제 굴착 착수 후 인근 상인들의 극심한 영업 피해 민원으로 공정 셧다운됨. '정밀진동제어발파'로 공법 하향 변경했으나 발주처가 설계변경을 거부하여 시공사가 직공비 손실을 부담함.,,,,Strategy
Strat_122,"도심지 발파 현장 설계 시, 지자체 환경 조례 및 지역 주민 집단 민원에 대비하여 최고 수준의 소음/진동 억제 설비(스마트 실시간 계측 등)를 환경관리비 및 직접공사비에 100% 할증 설계함._성남복정1·2 공공주택지구",성남복정1·2 공공주택지구,Risk_122,"민원 해소 없이는 발파 착수가 불가하여, 암파쇄 방호시설, 이동식 방음벽, 스마트폰 연동 자동화 소음계측기 등 13억 원 규모의 환경관리대책 시설물을 긴급 편입하여 실행 원가 상승.",,,,Strategy
Strat_123,"도심지 및 민가 인접 대규모 발파장 운영 설계 시, '환경컨설팅 용역비' 및 '인접 구조물 정밀 사전/사후조사비'를 도급 내역(환경관리비)에 100% 사전 편입함._송산그린시티 남측지구 3공구",송산그린시티 남측지구 3공구,Risk_123,"실제 발파 착수 시 주민들의 균열 보상 청구 및 공사 중지 민원 리스크가 고조되어, 이를 방어하기 위한 컨설팅, 균열 사전조사 용역 등에 수억 원의 비계획적 예산 투입.",,,,Strategy
Strat_124,"암질에 적합하도록 발파 패턴을 최적화(저항선, 공간격 조절, 미진동 제어발파 적용)하여 정밀 천공을 유도하고, 여굴에 따른 숏크리트 손실분에 대해 실정보고를 통한 협력업체 적자 보전을 협의함_새만금전주 6공구",새만금전주 6공구,Risk_124,"천단부와 측벽에 막대한 여굴이 발생하여, 빈 공간을 채우기 위한 숏크리트 투입량이 저토피구간 133%, 일반구간 113% 초과 발생하며 시공사 및 하도급사의 극심한 실행 적자가 초래됨",,,,Strategy
Strat_125,"여굴 발생 부위에 대한 정확한 3D 스캐닝 및 단면 측량을 통해 초과 물량을 객관적으로 산출하고, 발주처에 지보패턴 상향에 따른 불가피한 여굴 채움 비용으로 실정보고 정산 반영을 추진함_파주포천도로 2공구",파주포천도로 2공구,Risk_125,"터널 하부 공동구 배면 및 기초 콘크리트 타설 시 빈 공간(여굴)을 채우기 위한 콘크리트 물량이 급증하여 자재가 과투입되고, 협력업체의 초과 비용 보전 요구 및 공정 마찰이 발생함",,,발주처,Strategy
Strat_126,"공사계약 일반조건 제6절에 근거하여 발파 굴착의 한계성 및 미굴 정리의 불가피성을 객관적으로 소명하고, 바닥 및 면정리를 위한 기계 굴착 단가 도급 반영을 지속적으로 추진함_오남수동도로",오남수동도로,Risk_126,"방수, 공동구 및 맹암거 등 후속 구조물 시공을 위해 평탄한 설계 단면을 확보해야 하나, 발주처는 미굴 정리를 위한 대형 브레이커 등 기계 굴착 추가 비용 반영을 거부하여 시공사 원가가 크게 상승함",,,,Strategy
Strat_127,"심발부 발파 패턴(V컷, 실린더컷 등)을 불량 암질에 맞게 신속히 변경하고, 화약 전문가를 동원하여 천공 위치 및 장약량을 최적화함으로써 1회 발파당 굴진 효율을 끌어올림_새만금전주 5공구",새만금전주 5공구,Risk_127,"당초 일반발파 기준 1일 1,440㎥의 굴착을 계획하였으나, 실제 발파 효율 저하로 1일 840㎥로 작업량이 급감하며, 전체 터널 공사일수가 526일이나 증가하는 막대한 공기 지연이 초래됨",,,,Strategy
Strat_128,"천공 장비(점보드릴)의 각도계 활용 및 컴퓨터 제어 천공(Computerized Drilling) 유도로 정밀도를 높여 여굴을 제어하고, 요철보정층은 고정값이 아닌 현장 상황에 맞게 유동적으로 실측 정산되도록 발주처와 합의함_일반 / 공통 (중봉터널)",일반 / 공통 (중봉터널),Risk_128,"설계 도면상 요철보정층 두께(T=10cm 등)가 고정값으로 명시된 경우, 실제 여굴이 불규칙함에도 발주처나 감리단이 도면 수치만큼의 두께를 강제적으로 확보하도록 지시하여 과도한 콘크리트 타설 및 원가 폭증이 발생함",점보드릴,,발주처,Strategy
Strat_129,"변경된 분할 굴착 패턴에 맞게 굴착 장비(점보드릴, 로더 등)의 투입 동선을 재배치하고, 지보패턴 상향 및 분할 발파에 따른 단가 증액을 실정보고를 통해 도급에 즉시 반영함_새만금전주 5공구",새만금전주 5공구,Risk_129,"안정성 확보를 위해 기존 양호한 NA단면이 삭제되고 NC, ND, NP 단면 등 상·하반 분할 굴착 및 지보가 강화된 패턴으로 강제 변경됨에 따라, 굴착 사이클 타임이 증가하고 작업 효율이 크게 악화됨",점보드릴,,,Strategy
Strat_130,"연약 바닥면 출현 시 무리한 장비 작업을 중지하고, 감리단 입회 하에 현장 실측을 실시하여 바닥면 불량에 따른 필수 보강(빈배합 타설) 비용을 발주처 실정보고로 청구함_동대구-영천전철 4공구",동대구-영천전철 4공구,Risk_130,"교란된 바닥 지반으로는 중장비 주행 및 후속 인버트 타설이 불가하여, 작업성을 확보하기 위해 협력업체가 임의로 대량의 빈배합 콘크리트를 바닥에 타설하게 되어 수십억 원의 적자가 발생함",,,"감리단, 발주처",Strategy
Strat_131,"발파와 기계 굴착 병행 구간에 대한 명확한 작업 효율 저하 근거 자료(실측 작업일지, 동영상, 전문가 소견 등)를 확보하여 법원 감정 평가 시 증거로 제출하고 소송에 적극 대응함_일반 / 공통 (철도지하철팀)",일반 / 공통 (철도지하철팀),Risk_131,"단가 임의 조정으로 인해 38억 원 규모의 막대한 공사비 삭감이 발생하였고, 시공사는 강관다단 등 보조공법 적용에 따른 기계 굴착 효율 저하(싸이클 타임 증가)를 주장하며 수년간의 법적 소송이 진행됨",,,,Strategy
Strat_132,"3D 스캐닝(광파기) 측량 데이터를 확보하여 여굴량을 수치화하고, 이를 근거로 발주처에 추가 물량 정산 실정보고 단행._파주-포천 2공구",파주-포천 2공구,Risk_132,과도한 여굴 공간을 채우기 위해 숏크리트 타설 물량이 기하급수적으로 증가(최대 133%)하여 약 11억 원의 자재비 원가 적자 발생.,,,발주처,Strategy
Strat_133,"선진수평시추(TSP)를 통해 패턴 변경 구간을 조기 확정하고, 분할 굴착에 최적화된 장비 조합 투입 및 실정보고 승인 득함._도담-영천 6공구",도담-영천 6공구,Risk_133,전단면 굴착 강행 시 붕락 위험으로 '상하반 분할굴착(PD-4)'으로 변경. 굴진 속도 저하 및 보강 물량 증가로 1억 4백만 원 추가 공사비 발생.,,,,Strategy
Strat_134,"공인기관 입동 하에 시험발파를 실시하여 객관적 데이터를 확보하고, 이를 근거로 발파 단가 상향 설계변경 승인 득함._칠북-북면간 도로",칠북-북면간 도로,Risk_134,"시험발파 결과 일반 발파 불가 판정. 진동을 분산시키는 고가의 '중규모 진동제어발파'로 변경하여 단가가 71% 폭등하고 7,900만 원 원가 상승.",,,,Strategy
Strat_135,"터널 수량산출 시 이상적 평면 굴착 가정을 배제하고, 발파 특성을 반영한 '요철보정층(레벨링 콘크리트)' 수량을 도급 내역서에 명확히 편입시킴._부산외곽순환고속 9공구",부산외곽순환고속 9공구,Risk_135,도급 내역에 물량이 없어 터널 포장 시공 단계에서 평탄성 확보를 위해 시공사가 막대한 양의 레미콘을 사비로 투입하며 2억 6천만 원의 원가 하락 발생.,,,,Strategy
Strat_136,터널 공동구 설계 시 바닥부 여굴 채움용 콘크리트 할증 물량 및 가설 거푸집 물량을 표준품셈에 근거하여 별도 아이템으로 계상함._웅동-장유 국도확장,웅동-장유 국도확장,Risk_136,"공동구 기초 바닥 평탄화 과정에서 여굴 보정 비용이 비계획적으로 추가 투입되며 4,600만 원 상당의 직접 공사비 적자가 발생함.",,표준,,Strategy
Strat_137,"대심도 터널 지반조사 시 지하수위 변동 및 파쇄대 존재 가능성을 보수적으로 평가하여 예비 패턴을 결정하고, 굴착 중 징후 발견 시 즉각 실정보고를 수행함._서울지하철 923공구",서울지하철 923공구,Risk_137,기존 패턴 유지 시 막장 자립 불가 및 붕괴 위험 증대로 보강이 강화된 PS-2B 패턴으로 하향 변경. 강지보 및 숏크리트 물량 폭증으로 8.5억 원 추가 원가 유발.,,,,Strategy
Strat_138,"발파 패턴 최적화(제어발파 등)를 통해 여굴을 최소화하고, 불가항력적 여굴은 3D 스캐너 측량 결과를 근거로 발주처에 추가 물량 정산을 강력 청구함._새만금전주 6공구",새만금전주 6공구,Risk_138,여굴 공간을 채우기 위해 숏크리트(15억 증액) 및 라이닝 콘크리트(2억 증액) 물량이 폭증하여 총 17억 원 이상의 치명적인 자재비 적자 발생.,,,발주처,Strategy
Strat_139,"정밀기계 공장 인접 터널 설계 시, 진동 증폭 지반 조건을 보수적으로 적용하여 추정식을 산출하고, 무진동 굴착 단가를 확대 설계함._서울지하철 923공구",서울지하철 923공구,Risk_139,시험발파 결과 진동 속도가 설계치를 상회하여 인접 건물 정밀기계 파손 우려. 고비용 '무진동 기계 굴착'으로 전면 변경하며 4.2억 원 원가 증가 및 공정 지연.,,,,Strategy
Strat_140,"터널학회 등 외부 전문기관의 검증 및 자문회의를 통해 지보 패턴 상향 타당성을 확보하고, 발주처를 설득하여 총사업비 증액(복구 공사비)을 승인받아 보강을 수행함_울산~포항 전철 2공구",울산~포항 전철 2공구,Risk_140,"편압을 견디지 못하고 사갱 접속부에서 대규모 천단 붕락 사고가 발생하였으며, 약 1.1km 구간에 걸쳐 터널 내공변위가 허용치를 초과하여 굴착이 전면 중단됨",,,발주처,Strategy
Strat_141,즉시 굴착을 중지하고 토목연구지원팀의 기술지원을 통해 강관다단 그라우팅 및 인버트 조기 폐합 등 보강방안을 확정하여 굴착업체로 하여금 긴급 보강을 실시함_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,Risk_141,"지하수 유출에 따른 토립자 유실로 터널 내공변위가 관리기준치를 초과하여 급격히 증가하며, 숏크리트 균열 및 터널 붕괴 등 치명적인 사고 발생 가능성이 대두됨",,,,Strategy
Strat_142,"즉각 굴착을 중지하고 강지보를 추가 설치하여 보강하였으며, 외부 전문기관의 터널 안정성 확보 용역을 수행한 후 지상부 보수와 선지보 보강 방안을 수립하여 굴착을 재개함_서해선 홍성-송산 5공구",서해선 홍성-송산 5공구,Risk_142,지반 이완으로 인해 터널 직상부 지표면이 54mm나 급격히 침하되어 주변 도로와 맨홀 등 지상 구조물이 파손되고 굴착이 전면 중지됨,,,,Strategy
Strat_143,"막장 안정성 확보를 위해 해당 구간의 지보패턴을 전단면 굴착에서 상하반 분할 굴착(PS-2B)으로 대폭 상향 변경하고 지보재(강지보, 숏크리트)를 집중 보강함_서울지하철 923공구",서울지하철 923공구,Risk_143,암질 연약화와 용수 발생으로 인해 막장면이 자립하지 못하고 기존 얇은 지보패턴으로는 터널 천단을 지지할 수 없어 대형 붕락 위험이 팽배해짐,,,,Strategy
Strat_144,"현장 지질 및 수맥 조건이 설계와 상이하여 발생한 불가피한 연장 가동임을 근거(공사계약일반조건)로 발주처를 설득하고, 라이닝 공사 기간 동안의 오폐수 처리시설 추가 운영비를 실정보고하여 반영함_오남수동도로",오남수동도로,Risk_144,"설계에는 오폐수 처리시설 운영비가 굴착 기간에만 반영되어 있으나, 실제로는 후속 라이닝 콘크리트 타설 완료 시점(약 21.3개월 추가)까지 처리시설을 가동해야 하여 시공사 원가가 막대하게 발생함",,,발주처,Strategy
Strat_145,• 파쇄대 통과 시 3D 지질 모델링 및 전방 50m TSP 탐사 의무화. • 단층대 강관다단 3중첩 및 가인버트 조기 폐합 공법 적용._동해선 10공구,동해선 10공구,Risk_145,"• 터널 지보재(H-Beam) 좌굴 및 1.1km 구간에 걸친 터널 내공 변위(붕괴 직전) 발생. • 전 구간 수백억 원대 보완설계(도급 800억 증액, 당사 408억) 및 장기 소송 발생.",,,,Strategy
Strat_146,"저토피 불량 암질에 맞게 발파 패턴을 정밀 제어발파로 전면 수정하여 여굴을 최소화하고, 불가피하게 발생한 여굴 채움용 숏크리트 초과 투입분에 대해 실정보고를 추진함_새만금전주 6공구",새만금전주 6공구,Risk_146,"천단부와 측벽에 대규모 여굴이 형성되어 이를 채우기 위해 설계 대비 숏크리트 투입량이 저토피 구간 133%, 일반 구간 113%로 폭증하여 시공사 및 하도급사의 극심한 실행 적자가 초래됨",,,,Strategy
Strat_147,초과 유출되는 지하수에 대응하기 위해 발주처 승인을 득한 후 터널 오폐수 처리시설을 긴급 추가 설치(용량 증설)하여 환경 기준을 완벽히 준수함_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,Risk_147,"당초 계획된 오폐수 처리 설계용량(1,000m3/일)이 한계에 도달하여, 터널 내 탁수를 제때 처리하지 못할 경우 수질 환경기준을 위반하게 되고 민원 및 조업 정지 사태가 발생할 우려가 커짐",,기준,발주처,Strategy
Strat_148,"폐기물성 토사를 수용할 수 있는 신규 사토장을 긴급 발굴하였으나 운반거리가 대폭 증가함에 따라, 사토장 변경 및 운반거리 증가에 따른 공사비 증액(5억 3천만 원)을 실정보고하여 반영함_하남선 복선전철 4공구",하남선 복선전철 4공구,Risk_148,"굴착 중 예상치 못한 폐기물성 특수 토사가 출현하자, 당초 지정되었던 사토장에서 반입을 전면 거부하여 사토 처리가 중단되고 터널 굴착 공정이 마비됨",,,,Strategy
Strat_149,"선진수평보링 및 물리탐사(TSP 등)를 상시 수행하여 전방 지질을 예측하고, 공동이나 파쇄대 조우 시 훠폴링, 대구경 강관다단그라우팅 등 선행 보강공법을 즉각 시공하여 안정성을 확보함_일반 / 공통 (중봉터널 L/L)",일반 / 공통 (중봉터널 L/L),Risk_149,"적절한 보강 없이 막장면이 개방될 경우 막장 자립이 불가능해져 대규모 토석이 쏟아지고, 지보재가 파괴되며 터널 천단부가 완전히 붕괴되는 대형 재해가 발생함",,,,Strategy
